mal_id,title,title_english,title_japanese,type,episodes,status,score,rank,popularity,members,favorites,synopsis,genres,themes,demographics,studios,year,url
54741,Isekai System,,異世界システム,ONA,1.0,Finished Airing,5.68,11654.0,17301,514,1,A short film by Genshou Yasuda.,Fantasy,Isekai,,,,https://myanimelist.net/anime/54741/Isekai_System
54743,Dead Mount Death Play Part 2,,デッドマウント・デスプレイ,TV,12.0,Finished Airing,7.45,2171.0,1830,134010,376,"Polka Shinoyama's life takes a dramatic turn after being forced to use his magical powers in public. His divination cabinet attracts the attention of several people hellbent on exposing his true nature as the reincarnation of Corpse God, a necromancer from the Other World. To make matters worse, Polka and his friends are framed for the murder of one of their protector's employees.

When group member Takumi Kuruya is abducted by his former boss, Kuon Higuro, Polka sends his most trustworthy ally Misaki Sakimiya to their friend's rescue. It turns out that some of the recent incidents the group finds themselves caught up in are interconnected, and Polka needs to be twice as careful if he wants to make it out alive from this maze of pitfalls.

[Written by MAL Rewrite]","Action, Fantasy","Reincarnation, Urban Fantasy",Seinen,Geek Toys,2023.0,https://myanimelist.net/anime/54743/Dead_Mount_Death_Play_Part_2
54744,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,時々ボソッとロシア語でデレる隣のアーリャさん,TV,12.0,Finished Airing,7.58,1672.0,591,423724,5183,"Seirei Academy is a prestigious school attended by the very best students in Japan. Alisa Mikhailovna ""Alya"" Kujou, the half-Russian and half-Japanese treasurer of the school's student council, is known for her intelligence, stunning looks, and rigid personality. Contrasting her near-flawless persona, Alya's unmotivated classmate Masachika Kuze slacks off during lessons and seems to show no interest in her.

Initially irritated, Alya gradually becomes more intrigued by Masachika and starts expressing her affection for him in Russian. However, she is oblivious to his secret—he understands the language fluently! Due to a childhood friend who was temporarily staying in Japan, Masachika has been studying Russian in hopes of reuniting with her.

As the two spend more time together, the playful and eccentric relationship between them quickly deepens. In the meantime, both must learn to navigate their new growing feelings for one another.

[Written by MAL Rewrite]","Comedy, Romance",School,,Doga Kobo,2024.0,https://myanimelist.net/anime/54744/Tokidoki_Bosotto_Russia-go_de_Dereru_Tonari_no_Alya-san
54745,Twisted-Wonderland 3-shuunen Kinen PV,Twisted-Wonderland 3rd Anniversary PV,『ディズニー ツイステッドワンダーランド』3周年記念PV,PV,1.0,Finished Airing,6.47,,14921,901,0,"The residents of Ramshackle Dorm prepare to host an anniversary party. It falls to the aspiring great mage Grim to send invitations to the guests from other dorms, whom he has met throughout his varied adventures as a student of Night Raven College.

[Written by MAL Rewrite]",Supernatural,Music,,CloverWorks,,https://myanimelist.net/anime/54745/Twisted-Wonderland_3-shuunen_Kinen_PV
54746,Terrarium Adventure,Terrarium Adventure,테라리움 어드벤처,ONA,3.0,Finished Airing,,15086.0,17506,494,1,"""I'm a zillionaire in a gacha game!""
Obsessed with the clicker game Infinite Diamonds for over a year, Jaehee finally reaches the ultimate in-game achievement — only to suddenly find herself in the RPG gacha game Terrarium Adventure! Why was she pulled into the game, and how can she get out? For now, she has no choice but to explore!

(Source: Manta)",Fantasy,Isekai,,,,https://myanimelist.net/anime/54746/Terrarium_Adventure
54748,Rinne,,輪廻,Music,1.0,Finished Airing,6.63,,19957,315,1,Music video for the song Rinne by V.W.P.,,Music,,Stereotype,,https://myanimelist.net/anime/54748/Rinne
54749,Saikai (2022),,再会,Music,1.0,Finished Airing,6.36,,18995,378,0,Original music video for the song Saikai by V.W.P.,,Music,,,,https://myanimelist.net/anime/54749/Saikai_2022
54750,Niji no Shoujo-tai Prism Knights,,虹の少女隊プリズムナイツ,Special,3.0,Finished Airing,,20915.0,23439,144,0,,"Action, Fantasy",Mahou Shoujo,,,,https://myanimelist.net/anime/54750/Niji_no_Shoujo-tai_Prism_Knights
54754,Hikari no Ou 2nd Season,The Fire Hunter Season 2,火狩りの王 第2シーズン,TV,10.0,Finished Airing,5.9,10618.0,6102,13317,11,"After escaping a violent encounter, Touko finds herself lost in the chaos of a city under invasion by Spiders, a tribe of people with dangerous supernatural abilities. Touko has traveled to the city intending to return the possessions of Haijuu, a fire hunter who died protecting her. She is aided by Haijuu's dog, Kanata, and Akira, a fire hunter who has protected her on her journey so far. When Akira is drawn away by an important task, Touko is swept into the battle's confusion to begin a new journey of her own.

Meanwhile, Haijuu's son Koushi fights to defend the city. Though physically unremarkable, Koushi's ingenuity has aided in the development of a few useful weapons. These include a powerful cannon capable of casting down ungodly lightning to smite the invading forces. With such destructive force seen as an offense to the gods, the deity Hibari seeks to stop him.

As they are both drawn into the unraveling plans of scheming gods and humans alike, Touko and Koushi struggle to survive.

[Written by MAL Rewrite]","Adventure, Drama, Fantasy",,,Signal.MD,2024.0,https://myanimelist.net/anime/54754/Hikari_no_Ou_2nd_Season
54755,UniteUp! Furikaeranai to,UniteUp! Let's Look Back & Unite,UniteUp! 8.5話「振り返らないと」,TV Special,1.0,Finished Airing,6.11,9484.0,14444,1027,4,Recap of the first 8 episodes of UniteUp!,,"Idols (Male), Music",,CloverWorks,,https://myanimelist.net/anime/54755/UniteUp_Furikaeranai_to
54757,3-nen Z-gumi Ginpachi-sensei,3-Z Ginpachi Sensei,3年Z組銀八先生,TV,,Not yet aired,,,5103,21248,129,The spin-off anime to Gintama follows Ginpachi Sakata as a teacher in Gintama High School.,Comedy,"Parody, School",Shounen,Bandai Namco Pictures,2025.0,https://myanimelist.net/anime/54757/3-nen_Z-gumi_Ginpachi-sensei
54758,The iDOLM@STER Shiny Colors,The iDOLM@STER Shiny Colors,アイドルマスター シャイニーカラーズ,TV,12.0,Finished Airing,6.08,9650.0,6806,10283,55,"An ambitious producer who works for 283 Production aims to guide his idol units to fame and victory at the Wonder Idol Nova Grand Prix (WING)—a prestigious competition for rookie idols. Although he is already in charge of multiple units, a fateful encounter with the skilled songstress Mano Sakuragi leads him to create a new promising group: illumination STARS.

Now an aspiring idol, Mano pursues her dream with the support of her fellow members Hiori Kazano and Meguru Hachimiya. At the same time, the producer seeks to increase the visibility of his other units, aligning with his true goal of helping them grow as professionals and understand what makes them shine the most. Indeed, only those who know themselves have a chance to become the new rising stars of the industry.

[Written by MAL Rewrite]",Slice of Life,"Idols (Female), Music",,Polygon Pictures,2024.0,https://myanimelist.net/anime/54758/The_iDOLMSTER_Shiny_Colors
54760,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,Atelier Ryza: Ever Darkness & the Secret Hideout The Animation,ライザのアトリエ ~常闇の女王と秘密の隠れ家~,TV,12.0,Finished Airing,6.42,7720.0,2730,74217,230,"From her hometown to her daily life on Kurken Island, everything surrounding Reisalin ""Ryza"" Stout is painfully ordinary. Despite being the daughter of a hardworking farmer, she would rather go on pretend adventures as she explores almost every corner of the island. However, the fact that it is against the local customs to venture off Kurken Island irritates her to no end.

One day, wishing for something interesting to finally happen in her life, Ryza escapes on a boat with her two good friends: the bookworm Tao Mongarten and the aspiring warrior Lent Marslink. Arriving at a nearby forest, the trio stumbles into Klaudia Valentz, the daughter of a visiting merchant who also wandered off into the woods.

As the naive and underprepared group ventures further, they run into dangerous monsters. Thankfully, they are rescued by the alchemist Empel Vollmer and his skilled bodyguard Lila Decyrus. This fateful encounter will lead Ryza to the key that will change her life forever—the creative and wonderful world of alchemy.

[Written by MAL Rewrite]","Adventure, Fantasy",,,LIDENFILMS,2023.0,https://myanimelist.net/anime/54760/Ryza_no_Atelier__Tokoyami_no_Joou_to_Himitsu_no_Kakurega
54761,3-nen Z-gumi Ginpachi-sensei Announcement Special,,3年Z組銀八先生,Special,1.0,Finished Airing,7.34,2686.0,11611,2323,6,Announcement for 3-nen Z-gumi Ginpachi-sensei.,Comedy,,,Bandai Namco Pictures,,https://myanimelist.net/anime/54761/3-nen_Z-gumi_Ginpachi-sensei_Announcement_Special
54762,Duel Masters Win: Duel Wars-hen,,デュエル・マスターズ WIN 決闘学園（デュエル・ウォーズ）編,TV,49.0,Finished Airing,,18093.0,15668,729,1,,"Action, Adventure, Comedy, Fantasy",,Kids,"Brain's Base, Shogakukan Music & Digital Entertainment",2023.0,https://myanimelist.net/anime/54762/Duel_Masters_Win__Duel_Wars-hen
54764,Madogiwa no Totto-chan,"Totto-chan, the Little Girl at the Window",窓ぎわのトットちゃん,Movie,1.0,Finished Airing,7.86,925.0,9391,4506,10,"This engaging series of childhood recollections tells about an ideal school in Tokyo during World War II that combined learning with fun, freedom, and love. This unusual school had old railroad cars for classrooms, and it was run by an extraordinary man—its founder and headmaster, Sousaku Kobayashi—who was a firm believer in freedom of expression and activity.

(Source: Kodansha, edited)",Drama,"Historical, School",,Shin-Ei Animation,,https://myanimelist.net/anime/54764/Madogiwa_no_Totto-chan
54767,Fuyu no Okurimono,,冬のおくりもの,ONA,1.0,Finished Airing,6.59,6649.0,13885,1187,0,The original short animation depicts the growth of a girl and her encounter with a mysterious creature.,Fantasy,,,Wit Studio,,https://myanimelist.net/anime/54767/Fuyu_no_Okurimono
54768,667-tsuu no Love Letter,667 Love Letters,667通のラブレター,CM,1.0,Finished Airing,6.13,,20164,302,0,"667 Love Letters was produced to commemorate the resumption of sales of Lipton paper pack series milk tea, which was discontinued in March 2022. 

The ad itself is titled 667 Love Letters, in reference to the number of letters the company received from Lipton Royal Milk Tea enjoyers between April to September 2022.

(Source: ANN)",Romance,,,Ijigen Tokyo,,https://myanimelist.net/anime/54768/667-tsuu_no_Love_Letter
54769,Sousei no Aquarion: Myth of Emotions,Aquarion: Myth of Emotions,想星のアクエリオン Myth of Emotions,TV,12.0,Finished Airing,5.44,12507.0,9137,4902,8,"""Remember, when you had wings.""

In response to a wish from 12,000 years ago, a broken heart connects. When the sun, moon, and Mars meet, a new melody of fusion flows! Enoshima is a small island floating in the Shonan Sea. On its beautiful and tranquil beach, there is the ""Private Enoshima Academy."" The school gathers talented children from all over the country, and provides them with a gifted education using the latest equipment.

Sakko, Rimiya, and Toshi, who have been selected as students in the special reinforcement class ""Elements,"" are ordered to pilot the ""Vector Machine,"" a fighter plane powered by the power of emotion, and are forced to fight against the mysterious invasion weapon ""Mythical Beasts.""

In the middle of the battle, guided by a mysterious vision, Sakko shouts out... ""Planetary Fusion! Go, Aquarion!"" 

At the end of repeated reincarnation, the mechanical heavenly wing Aquarion appears.
The boys and girls, burdened with their destinies, will come face to face with the truth of the universe as the mysterious organization Space Egg Society and the intentions of adults intersect...

This is a grand myth of love spun with one's own feelings and the survival of the universe at stake.

(Source: Official Site, translated)","Action, Sci-Fi",Mecha,,Satelight,2025.0,https://myanimelist.net/anime/54769/Sousei_no_Aquarion__Myth_of_Emotions
54772,"Ququ Bucai, Zaixia Yeguai",Monster But Wild,区区不才，在下野怪,ONA,12.0,Finished Airing,6.84,5231.0,6937,9807,35,"The player Dongdong accidentally entered the Azure World and became the weakest wild monster. After signing a contract with the heroine Bubble to become the strongest pet, he led Bubble and his companions to embark on funny and exciting adventures in the Azure world. Dongdong also discovered the phenomenon that game NPCs and wild monsters gradually awakened and yearned for the human world. To find out the truth and return to real life. The protagonist group led by Dongdong, awakened NPCs, ordinary game players, and other forces began to wrestle around the connection between the two worlds. 

(Source: Bilibili, Google translated)","Action, Adventure, Comedy, Fantasy",Isekai,,Kung Fu Frog Animation,,https://myanimelist.net/anime/54772/Ququ_Bucai_Zaixia_Yeguai
54773,Nushen You Dian Ling,Oh! My goddess!,女神有点灵,ONA,18.0,Finished Airing,,21004.0,16799,565,0,"Yao Ling and Hu Xiaozhen, who parted ways due to a misunderstanding in childhood, reunited in the academy after they grew up. The infatuated female protagonist hopes to continue writing a sweet journey with the male protagonist, but due to the appearance of the mysterious administrator, Ma Shen, ""accidents"" occur frequently. Under the lure of Ma Shen's plan, the two became acting administrators and they help spirits to realize their long-cherished dreams, in order to continue their progress in love. Through the experience of missions again and again, the relationship between Hu and Yao becomes deeper and deeper, and they are moving towards the road of righteousness. But the true purpose of Ma Shen gradually implicates the operating laws behind the world, and more mysteries, and dangers lie between the hero and heroine. 

(Source: Bilibili, Google translated &amp; edited)","Romance, Supernatural",,,Xanthus Media,,https://myanimelist.net/anime/54773/Nushen_You_Dian_Ling
54775,Ayakashi Triangle Recap,Ayakashi Triangle Special Recap,あやかしトライアングル 総集編,TV Special,1.0,Finished Airing,5.69,11623.0,9941,3829,8,Recap of the first 6 episodes of Ayakashi Triangle.,"Action, Comedy, Romance, Supernatural, Ecchi","Magical Sex Shift, Mythology",Shounen,Connect,,https://myanimelist.net/anime/54775/Ayakashi_Triangle_Recap
54778,Hawk no Onayami Soudanshitsu Special,Hawk's Trouble Consultation Room Special,ホークのお悩み相談室 Special,Special,1.0,Finished Airing,5.09,13331.0,15223,828,0,A special episode of Hawk no Onayami Soudanshitsu included in the second Blu-Ray of Nanatsu no Taizai: Kamigami no Gekirin.,Comedy,,,Studio Deen,,https://myanimelist.net/anime/54778/Hawk_no_Onayami_Soudanshitsu_Special
54779,Pi Zhe Lang Pi De Yang,A Sheep In Wolf's Clothing,披着狼皮的羊,ONA,16.0,Finished Airing,,21274.0,16361,624,0,"Web-writer Lai Xiaoguang accidentally entered a virtual world called ""The Hand of God."" In this fantasy world, she turned into a werewolf named Da Niu and was involved in a national treasure theft case. In order to investigate the truth, she had to embark on a journey with Wang Cai the Goat King.

(Source: Bilibili, Google translated &amp; edited)","Adventure, Comedy, Fantasy, Romance",Isekai,,,,https://myanimelist.net/anime/54779/Pi_Zhe_Lang_Pi_De_Yang
54780,Gidalilge,Wait for You,기다릴게,Music,2.0,Finished Airing,6.2,,22054,199,0,"Music videos for the song Gidalilge from the single ""ASTERUM"" by PLAVE.",,"Idols (Male), Music",,,,https://myanimelist.net/anime/54780/Gidalilge
54781,YouTuNya,,ユーチューニャー,TV,15.0,Finished Airing,5.74,11402.0,15140,846,1,"The anime will focus on the everyday lives of three different streamer cats: Nya, who has a minor channel; Tomoneko, who has a popular channel; and Tsuyoneko, who has a channel right in the middle of the struggle. 

(Source: ANN)",Comedy,,,Lesprit,2023.0,https://myanimelist.net/anime/54781/YouTuNya
54782,Bio Sekai Meisaku Gekijou,Resident Evil Masterpiece Theater,バイオ世界名作劇場,ONA,3.0,Finished Airing,6.74,5727.0,13432,1340,3,Short animations based on the plot of Biohazard/Resident Evil 4 in the style of Nippon Animation's classic World Masterpiece Theater series posted to the official YouTube to promote the 2023 game release.,"Comedy, Horror",Video Game,,Nippon Animation,,https://myanimelist.net/anime/54782/Bio_Sekai_Meisaku_Gekijou
54783,Kodomo datta Tsurai yo,KodoTsura,こどもだってつらいよ,ONA,,Currently Airing,,19753.0,23751,134,0,"Watabe and Nokishita are primary school students living in Japan in early 1990s. They like to play a popular RPG game or buy the popular chocolate snacks with stickers inside.

(Source: YouTube)",Slice of Life,,Kids,Kate Arrow,,https://myanimelist.net/anime/54783/Kodomo_datta_Tsurai_yo
54786,Sittakaman!,,シッタカマン！,ONA,8.0,Finished Airing,,14718.0,24738,113,0,"Kenji and Mamoru's simple questions are challenged by Shittakaman, who pretends to know what he's doing!

(Source: Official Site, translated)",Comedy,,,Kate Arrow,,https://myanimelist.net/anime/54786/Sittakaman
54787,Hello-Ni-Zd-Marha-Bon-Hola,,ハローニーズドマルハボンオラ,Music,1.0,Finished Airing,,,23622,138,0,Music video for the song Hello-Ni-Zd-Marha-Bon-Hola by Baby-Hamitang.,Adventure,Music,,,,https://myanimelist.net/anime/54787/Hello-Ni-Zd-Marha-Bon-Hola
54789,Boku no Hero Academia 7th Season,My Hero Academia Season 7,僕のヒーローアカデミア 第7期,TV,21.0,Finished Airing,8.07,571.0,662,387816,2801,"Following an all-out battle with the Paranormal Liberation Front, it is difficult for the people of Japan to continue placing faith in their heroes. To combat the combined power of Tomura Shigaraki and All For One, All Might calls for his ally from the West—the strongest woman on the planet, Star and Stripe.

However, All For One decides to intercept Star and her fleet to get his hands on her overpowered quirk before she can enter Japanese airspace. Although Endeavor, Hawks, and Best Jeanist are headed to the rendezvous point, Star makes a gamble in the present to save her comrades.

[Written by MAL Rewrite]",Action,"School, Super Power",Shounen,Bones,2024.0,https://myanimelist.net/anime/54789/Boku_no_Hero_Academia_7th_Season
54790,Undead Girl Murder Farce,Undead Murder Farce,アンデッドガール・マーダーファルス,TV,13.0,Finished Airing,7.86,912.0,1508,172109,874,"In 19th-century France, the wife of vampire noble Jean Duchet Godard is murdered in her own home. With the local human authorities unwilling to properly investigate the case, Godard hires a pair of private detectives known to specialize in the supernatural: Tsugaru Shinuchi, a man with a mysterious birdcage; and his partner, Aya Rindou. This enigmatic duo has come from faraway Japan for one purpose—to track down the man who stole both Aya's body and Tsugaru's humanity.

[Written by MAL Rewrite]","Fantasy, Mystery","Adult Cast, Detective, Historical, Urban Fantasy, Vampire",,Lapin Track,2023.0,https://myanimelist.net/anime/54790/Undead_Girl_Murder_Farce
54791,Given Movie 2: Hiiragi Mix,given The Movie: Hiiragi Mix,映画 ギヴン 柊mix,Movie,1.0,Finished Airing,8.01,658.0,3845,39990,216,"Hiiragi Kashima and Shizusumi ""Shizu"" Yagi's band ""syh"" is set to debut, but they run into trouble when their support guitarist leaves. Although Hiiragi often clashes with Ritsuka Uenoyama—the smug boyfriend of his childhood friend Mafuyu Satou—Hiiragi convinces him to perform as their temporary member.

Despite their friction, Hiiragi acknowledges Uenoyama's talent and respects his hard work—to the point of asking him to complete an old song that Mafuyu's ex-boyfriend, Yuki Yoshida, left behind. In between writing, recording, and filming a music video, Hiiragi comes to terms with his love for the aloof Shizu and wrestles with how to convey his feelings.

Meanwhile, ""given""—composed of Uenoyama, Mafuyu, and their bandmates Haruki Nakayama and Akihiko Kaji—receives an offer to debut as well. The members are ready and beyond excited, save for Mafuyu, who has never before thought about playing music professionally. As Uenoyama attempts to understand Yuki and replicate his unique sound, Mafuyu steps back to ponder over the looming changes in his life, fearing what the uncertain future may bring.

[Written by MAL Rewrite]","Boys Love, Drama",Music,,Lerche,,https://myanimelist.net/anime/54791/Given_Movie_2__Hiiragi_Mix
54792,Mask Danshi wa Koishitakunai noni,Mask Danshi: This Shouldn't Lead to Love,マスク男子は恋したくないのに,OVA,1.0,Finished Airing,6.91,4846.0,5746,15550,100,"Burdened with social anxiety, Keigo Sayama wears a face mask to school and avoids drawing any attention to himself unless absolutely necessary. However, when Keigo's stumble on the stairs puts him in close contact with the popular and outgoing Tsuzuru Saikawa, it is the start of a chain of events that might change his circumstances. As the pair spend more time together, Saikawa develops a fascination with the handsome face behind the mask, and he is willing to do whatever it takes to bring Sayama out of his shell.

[Written by MAL Rewrite]",Boys Love,School,,Studio Fusion,,https://myanimelist.net/anime/54792/Mask_Danshi_wa_Koishitakunai_noni
54793,Bloody Escape: Jigoku no Tousou Geki,Bloody Escape: Bats out of Hell,BLOODY ESCAPE -地獄の逃走劇-,Movie,1.0,Finished Airing,6.04,9873.0,10768,2976,5,"After human experimentation turns Kisaragi into a cyborg, he finds himself pressured by multiple organizations: An undying convent of vampires bent on the conquest of Tokyo, and an immortal order of knights, and a group of Yakuza, sword to avenge the killing of their leader. 

""I might not have any reason to live, but that's no reason to let them kill me.""

Kisaragi will have to use his cyborg-body and his unique ""blood,"" as well as anything else he can to make his big escape!!!

(Source: Official Site, translated)","Action, Drama, Sci-Fi","Organized Crime, Vampire",,Polygon Pictures,,https://myanimelist.net/anime/54793/Bloody_Escape__Jigoku_no_Tousou_Geki
54794,Metallic Rouge,Metallic Rouge,メタリックルージュ,TV,13.0,Finished Airing,6.2,8945.0,2117,110789,382,"After emerging victorious against an alien species known as Usurpers using combat androids called Neans, mankind colonized Mars and enjoyed post-war peace. Having fulfilled their purpose as soldiers, Neans became subservient workers and second-class citizens to humans. Requiring a daily dose of Nectar to sustain themselves, the androids depend on their masters for its supply of the drug.

However, among this societal hierarchy lie Proto-Neans, independent specialized androids that can summon metallic exoskeletons with superhuman capabilities. Rouge Redstar is one such Proto-Nean working undercover for Aletheia, the government organization overseeing the regulation of Neans, alongside her human partner, Naomi Orthmann.

Rouge and Naomi's mission is to eliminate the Immortal Nine—Proto-Neans who threaten humanity for cryptic reasons. At the same time, an investigator is making his way to Mars to follow a series of murders where Rouge is considered the prime suspect. As the pair delve deeper into their search for the Immortal Nine, they uncover groundbreaking information about the rogue androids and the organization they work for.

[Written by MAL Rewrite]","Action, Sci-Fi",,,Bones,2024.0,https://myanimelist.net/anime/54794/Metallic_Rouge
54796,Eternal Boys Next Stage,,永久少年 NEXT STAGE,Movie,3.0,Finished Airing,6.47,7387.0,12477,1779,3,"It has now been one year since six middle-aged guys with nothing left to lose started this idol group under one rood, with stars in their eyes. Overcoming various hardships and strengthening their bonds one step at a time, they have made progress into their new lives. Now you can watch in theaters the story of what comes next for the Eternal Boys, in this three-vignette feature.

(Source: Polygon Pictures)",Slice of Life,"Adult Cast, Idols (Male), Music",,LIDENFILMS,,https://myanimelist.net/anime/54796/Eternal_Boys_Next_Stage
54797,Blue Grass,,ブルーグラス,Music,1.0,Finished Airing,6.35,,20312,294,0,Music video for the song Blue Grass by Minami.,,Music,,,,https://myanimelist.net/anime/54797/Blue_Grass
54798,Kamierabi,KamiErabi GOD.app,カミエラビ GOD.app,TV,12.0,Finished Airing,5.81,11036.0,4560,27789,73,"After receiving a text message offering to fulfill any of his wishes, high school student Gorou Ono successfully enacts his perverted fantasies with classmate Sawa Honoka. However, to his dismay, the granter of his wish materializes in the form of a demon named Lall. She informs him that he is now part of a game that will determine the next God of the world. As Gorou struggles to come to terms with this reality, Sawa attacks him with a giant sword, revealing that she also is part of this twisted competition for  the divine throne.

Every participant of the game receives a special power, and Gorou manages to kill his classmate with his ability: the Holy Book of the Fool. But this technique comes at a cost: Gorou's life gets worse every time he uses the book. As he learns more about this seemingly absurd competition, Gorou must find allies and learn how to use his newfound power before he loses everything.

[Written by MAL Rewrite]","Action, Suspense",High Stakes Game,,Unend,2023.0,https://myanimelist.net/anime/54798/Kamierabi
54803,Captain Tsubasa Season 2: Junior Youth-hen,Captain Tsubasa: Junior Youth Arc,キャプテン翼シーズン2 ジュニアユース編,TV,39.0,Finished Airing,7.42,2328.0,5704,15863,110,"The International Junior Youth Tournament in Paris, France, is about to begin, and Tsubasa, Misaki, Wakabayashi, Hyuga, and Wakashimazu are ready. Japan’s team of elite players is to face off against the best the soccer world has to offer. Germany’s Schneider, France’s Pierre, Argentina’s Diaz, and Italy’s Hernandez await, along with a host of other new rivals. Let the battle begin!

(Source: VIZ Media)",Sports,Team Sports,Shounen,Studio Kai,2023.0,https://myanimelist.net/anime/54803/Captain_Tsubasa_Season_2__Junior_Youth-hen
54804,Train Heroes Honjitsu mo Spin Out!,,トレインヒーロー 本日もスピン・アウト！,ONA,10.0,Finished Airing,,15276.0,24941,110,0,A web-exclusive Train Heroes series which aired on Niconico.,Comedy,,Kids,,,https://myanimelist.net/anime/54804/Train_Heroes_Honjitsu_mo_Spin_Out
54805,Train Heroes Honjitsu mo Spin Out! Indonesia-hen,,トレインヒーロー 本日もスピン・アウト！ インドネシア編,ONA,8.0,Finished Airing,,15277.0,24518,118,0,A web-exclusive Train Heroes series which aired on Niconico.,Comedy,Anthropomorphic,Kids,,,https://myanimelist.net/anime/54805/Train_Heroes_Honjitsu_mo_Spin_Out_Indonesia-hen
54806,Nonty,,ノンティ,ONA,33.0,Finished Airing,,20975.0,25928,96,0,,Comedy,,,,,https://myanimelist.net/anime/54806/Nonty
54807,Oji Zou-san,,おじゾウさん,ONA,38.0,Finished Airing,,21054.0,25981,95,0,,Comedy,,,,,https://myanimelist.net/anime/54807/Oji_Zou-san
54808,Ai ga Tarinai yo,,愛が足りないよ,Music,1.0,Finished Airing,,,21709,217,0,Music video for the song Ai ga Tarinai yo by SONOMI.,Romance,Music,,,,https://myanimelist.net/anime/54808/Ai_ga_Tarinai_yo
54809,Neko to Wakai se na,,ネコと和解せな,ONA,1.0,Finished Airing,5.84,10898.0,13463,1331,0,The music film is a part of TOHO animation's 10th anniversary project.,Slice of Life,,,,,https://myanimelist.net/anime/54809/Neko_to_Wakai_se_na
54810,Detarame na Sekai no Melodrama,,でたらめな世界のメロドラマ,ONA,1.0,Finished Airing,6.14,9294.0,13180,1436,0,The music film is a part of TOHO animation's 10th anniversary project.,Drama,Performing Arts,,TOHO animation STUDIO,,https://myanimelist.net/anime/54810/Detarame_na_Sekai_no_Melodrama
54814,Restart,Restart,Restart,Movie,1.0,Finished Airing,,21611.0,25317,105,0,Avant garde computer animated work exhibited internationally by Chinese artist Miao Xiaochun.,Avant Garde,Music,,,,https://myanimelist.net/anime/54814/Restart
54829,Urusei Yatsura (2022) 2nd Season,,うる星やつら第2期,TV,23.0,Finished Airing,7.85,946.0,3261,53360,234,Second season of Urusei Yatsura (2022).,"Comedy, Romance, Sci-Fi",,Shounen,David Production,2024.0,https://myanimelist.net/anime/54829/Urusei_Yatsura_2022_2nd_Season
54832,Planetarium Chibi Maruko-chan: Minamijuujisei ni Miserarete,,プラネタリウムちびまる子ちゃん　南十字星に魅せられて,Movie,1.0,Finished Airing,,21321.0,22225,190,0,,"Comedy, Sci-Fi",Space,Kids,,,https://myanimelist.net/anime/54832/Planetarium_Chibi_Maruko-chan__Minamijuujisei_ni_Miserarete
54833,Special Kid Factory,,スペシャルキッド・ファクトリー,,,Not yet aired,,,12219,1948,3,"The suspense sci-fi anime takes place in a future where unbeknownst to the people of Earth, there wages an interstellar war spanning the entire universe. Alien arms dealers control our world from behind the scenes, using it as a supersoldier factory where ""special kids"" with unique abilities are abducted to fight in wars on the other side of the universe. When one ""special kid"" escapes captivity and journeys back to earth, a seemingly ordinary boy discovers he is a body double for the family all while being drawn unarmed into the heart of a space war.

(Source: MAL News)","Mystery, Sci-Fi",Detective,,NAZ,,https://myanimelist.net/anime/54833/Special_Kid_Factory
54834,Funauta,,舟唄,Music,1.0,Finished Airing,,,22460,181,0,Music video for the song Funauta by Aki Yashiro. The song was featured on her 2021 Best Hits album that was released in commemoration of fifty years since her debut.,Avant Garde,Music,,YURUPPE Inc.,,https://myanimelist.net/anime/54834/Funauta
54835,Kono Sekai wa Fukanzen Sugiru,Quality Assurance in Another World,この世界は不完全すぎる,TV,13.0,Finished Airing,6.54,6933.0,3418,49262,65,"Nikola is just a village girl working at the inn...until the day dragons invade, and she meets Haga, a scholar of everything around him. He's a part of an elite society called ""Seeker,"" created to address a series of maladies plaguing their usually peaceful world. But both Nikola and Haga have secrets they hide...ones that will change each other's very existence...

(Source: Kodansha USA)","Adventure, Fantasy",Video Game,,"Studio Palette, 100studio",2024.0,https://myanimelist.net/anime/54835/Kono_Sekai_wa_Fukanzen_Sugiru
