mal_id,title,combined_features,url
55069,Run Aways,avant_garde__sci-fi music unknown unknown music music video for the song run aways by m-flo loves chelmico.,https://myanimelist.net/anime/55069/Run_Aways
55071,Amagami-san Chi no Enmusubi,"comedy__romance__supernatural harem drive shounen tv after witnessing his mother's death at a young age, uryuu kamihate grew up disillusioned with the gods, dismissing faith in them as utter nonsense. due to his beliefs, he aims to become a doctor, spending most of his time studying to enter the prestigious kyoto university.

to further his studies, uryuu searches for a new place to take him in and get away from the noisy environment of the orphanage where he grew up. chidori amagami, head priest of the amagami shrine, allows him to stay at the amagami residence. however, uryuu has to live there with chidori's three granddaughters—yae, yuna, and asahi—who serve as shrine maidens. moreover, chidori has another condition for uryuu: he has to marry one of the sisters to ensure the shrine's future and one day inherit it. but with uryuu's goals and outlook naturally clashing against the sisters' beliefs, this already daunting ordeal seems outright impossible.

[written by mal rewrite]",https://myanimelist.net/anime/55071/Amagami-san_Chi_no_Enmusubi
55072,Xiaoke de Huatu Xie Hua,slice_of_life unknown gravity_well__windy_studio unknown ona ,https://myanimelist.net/anime/55072/Xiaoke_de_Huatu_Xie_Hua
55074,Pikatto PikaPika Pikachu Campaign PV,adventure unknown r11r kids pv ,https://myanimelist.net/anime/55074/Pikatto_PikaPika_Pikachu_Campaign_PV
55075,Hina,"unknown unknown unknown unknown movie the ""highly entertaining action drama"" is set in izu, japan, where men are fighting over a woman called hina. what is it exactly that makes hina mislead men? as the men try to reveal their true feelings for hina, strong, muscly men also get involved and the sound of the festival drum signals the start of a confrontation. 

(source: variety, edited)",https://myanimelist.net/anime/55075/Hina
55076,Mortal Portal Radio,"comedy__sci-fi space unknown unknown ona this program is a story in different dimension about the struggles of m-flo who are researching the wormhole at the global astro kombinat.

(source: youtube)",https://myanimelist.net/anime/55076/Mortal_Portal_Radio
55078,Bubble Bubble Cook 2nd Season,gourmet super_power studio_vandal kids tv the second season of bubble bubble cook.,https://myanimelist.net/anime/55078/Bubble_Bubble_Cook_2nd_Season
55083,Power (R3HAB Remix),avant_garde music unknown unknown music a music video for the song power (r3hab remix) by exo.,https://myanimelist.net/anime/55083/Power_R3HAB_Remix
55084,Super Duper,unknown music unknown unknown music a music video for the song super duper by super junior.,https://myanimelist.net/anime/55084/Super_Duper
55087,Rainbow Ruby 2nd Season,fantasy mahou_shoujo studio_bazooka kids tv the second season of rainbow ruby.,https://myanimelist.net/anime/55087/Rainbow_Ruby_2nd_Season
55088,Adventure,unknown music p.i.c.s. unknown music music video for the song adventure by yoasobi.,https://myanimelist.net/anime/55088/Adventure
55089,Mellow (Music),romance music unknown unknown music music video for the song mellow by keina suda. the song was featured as the opening for skip to loafer anime.,https://myanimelist.net/anime/55089/Mellow_Music
55090,Hamidasumo! (Heaven & Hell Remix),avant_garde music unknown unknown music music video for the song hamidasumo! (heaven &amp; hell remix) by you'll melt more!,https://myanimelist.net/anime/55090/Hamidasumo_Heaven___Hell_Remix
55091,Bubble Cook Wonjeongdae,gourmet unknown unknown kids tv ,https://myanimelist.net/anime/55091/Bubble_Cook_Wonjeongdae
55092,Umi no Manimani,unknown music unknown unknown music music video for the song umi no manimani by yoasobi.,https://myanimelist.net/anime/55092/Umi_no_Manimani
55093,Li Shi Zhentan Shiwusuo: A Day in Lungmen - Liang Xiaoshi Jiaqi,"comedy__mystery anthropomorphic__detective gravity_well unknown ona a banquet was planned for honored guests, everyone got an errand for this auspicious fest. aak would cook and waai fu should greet, and hung went to jaye for some freshly caught fins. the time to feast finally arrived, yet the guests... had no place to dine.

(source: crunchyroll)",https://myanimelist.net/anime/55093/Li_Shi_Zhentan_Shiwusuo__A_Day_in_Lungmen_-_Liang_Xiaoshi_Jiaqi
55102,Girls Band Cry,"drama music toei_animation unknown tv everyone yearns to find their true purpose in life. this is also true for nina iseri, a 17-year-old girl looking to enroll in a good university, but the world always seems to work against her. on her very first day in tokyo, she gets lost, ignored, and locked out of her new apartment. however, an unexpected opportunity arises when nina meets momoka kawaragi, one of her favorite guitarists.

after nina joins momoka for a street performance, momoka decides they should start a band together. while nina initially hesitates, her determination grows as they start acquiring more bandmates—the beautiful drummer subaru awa, the aloof keyboardist tomo ebizuka, and the intelligent bassist rupa. the five girls face challenges both in the music industry and within themselves, but their shared passion for music never lets them give up on their dreams.

[written by mal rewrite]",https://myanimelist.net/anime/55102/Girls_Band_Cry
55103,Kinkyuu Hinan Sokuhou,unknown music unknown unknown music music video for the song kinkyuu hinan sokuhou by you'll melt more!,https://myanimelist.net/anime/55103/Kinkyuu_Hinan_Sokuhou
55104,SOS! Chao Wei Zhichang Ren,comedy workplace unknown unknown ona ,https://myanimelist.net/anime/55104/SOS_Chao_Wei_Zhichang_Ren
55105,Jifeng Jingshe,sports team_sports unknown unknown tv ,https://myanimelist.net/anime/55105/Jifeng_Jingshe
55110,Holding Hands,avant_garde music unknown unknown music music video for the song holding hands by the charm park.,https://myanimelist.net/anime/55110/Holding_Hands
55111,Geuleon Gyejeol Ijanh Ayo,"drama__girls_love__sci-fi adult_cast__music unknown unknown music music video for the song geuleon gyejeol ijanh ayo, by fromm.",https://myanimelist.net/anime/55111/Geuleon_Gyejeol_Ijanh_Ayo
55115,Hokkyoku Hyakkaten no Concierge-san,"fantasy__slice_of_life anthropomorphic__workplace production_i.g seinen movie ""the word 'no' doesn't exist in a concierge's dictionary."" that's just one of the demanding rules that akino must abide by in her new job as a saleswoman at the elegant and expansive hokkyoku department store. it's a very special store — the customers are all animals, and the most valued among them are of extinct species. sea minks, laughing owls, japanese wolves, even an enormous mammoth — that's mr. woolly, the celebrated sculptor whose works are showcased at the store. it's still a luxury retail space, though, and anxious akino finds her hands full with the customers' challenging requests. these range from hard-to-find merchandise to more complicated matters of the heart. can the inexperienced akino fulfill their whims and meet their expectations? if she wants to keep her job, she'll have to succeed while under constant observation by the fussy floor manager mr. todo, a creepy consultant eager to downsize the staff, and the store's enigmatic president (who is not a penguin, by the way!).

(source: fantasia festival)",https://myanimelist.net/anime/55115/Hokkyoku_Hyakkaten_no_Concierge-san
55117,No Matter What,romance music__space unknown unknown music music video for the song no matter what by beenzino and boa.,https://myanimelist.net/anime/55117/No_Matter_What
55118,Gon de Hanta 2nd Season,comedy anthropomorphic unknown unknown ona the second season of gon de hanta.,https://myanimelist.net/anime/55118/Gon_de_Hanta_2nd_Season
55119,Gon de Hanta 3rd Season,comedy anthropomorphic unknown unknown ona the third season of gon de hanta.,https://myanimelist.net/anime/55119/Gon_de_Hanta_3rd_Season
55120,Gon de Hanta 2nd Season Special,comedy anthropomorphic__music unknown unknown ona a special episode of gon de hanta to commemorate the one year anniversary of the series.,https://myanimelist.net/anime/55120/Gon_de_Hanta_2nd_Season_Special
55123,One Day,"avant_garde music unknown unknown music an animated music video for the song one day from shintaro sakamoto's album ""like a fable"".

the video is illustrated, directed, and edited by shintarou sakamoto himself.",https://myanimelist.net/anime/55123/One_Day
55124,H.O.T. Ulideul-ui Maengse,"supernatural music unknown unknown music music video for h.o.t.'s song  h.o.t. ulideul-ui maengse

original release in 1998. remastered in 2021.",https://myanimelist.net/anime/55124/HOT_Ulideul-ui_Maengse
55125,Ensemble Stars!! Tsuioku Selection Crossroad,"unknown idols_(male) dandelion_animation_studio unknown ona new ensemble stars!! web animated series based on the game story ""crossroad"".",https://myanimelist.net/anime/55125/Ensemble_Stars_Tsuioku_Selection_Crossroad
55127,Way,avant_garde__romance music unknown unknown music music video for onew x punch's single way.,https://myanimelist.net/anime/55127/Way
55128,Re:Searchlight,"sci-fi music__space unknown unknown music official music video for re:searchlight by aiobahn, featuring yanaginagi.",https://myanimelist.net/anime/55128/Re_Searchlight
55129,Oroka na Tenshi wa Akuma to Odoru,"comedy__romance__supernatural mythology__school children's_playground_entertainment seinen tv losing their war against heaven's angel army, the demons of hell are on the cusp of collapse. as a last ditch attempt to turn the tides of the war, the demons send akutsu masatora to the mortal plane on earth to save their homeland from the angels. disguising himself as a high school student, akutsu seeks to recruit someone with the capability to lead the demons to victory.

akutsu does not have to look far: among his classmates is the magnificent lily amane, a transfer student who seems like the perfect candidate for akutsu's plans. but as luck would have it, lily is one of the very angels that akutsu is meant to be fighting against, and his attempt to recruit her might end up being the biggest blunder in the failing war. worse yet, akutsu may fall in love with his own worst enemy.

[written by mal rewrite]",https://myanimelist.net/anime/55129/Oroka_na_Tenshi_wa_Akuma_to_Odoru
55130,Zhen Wu Dianfeng 2nd Season,action__adventure__fantasy historical__martial_arts ruo_hong_culture unknown ona the second season of zhen wu dianfeng.,https://myanimelist.net/anime/55130/Zhen_Wu_Dianfeng_2nd_Season
55131,K-Drama,romance music unknown unknown music music video for the song k-drama by oohyo.,https://myanimelist.net/anime/55131/K-Drama
55132,Nanako Zhichang Da Zuozhan,comedy workplace unknown unknown ona ,https://myanimelist.net/anime/55132/Nanako_Zhichang_Da_Zuozhan
55133,Sansan de Shenghuo Guoran You Wenti,slice_of_life unknown unknown unknown ona ,https://myanimelist.net/anime/55133/Sansan_de_Shenghuo_Guoran_You_Wenti
55134,Meitantei Conan: TDK Video Head Cleaner,unknown educational unknown shounen special video head cleaning in vcr players explained by characters from detective conan series.,https://myanimelist.net/anime/55134/Meitantei_Conan__TDK_Video_Head_Cleaner
55135,Sanko Seika: Breakthrough,slice_of_life school imagica_lab. unknown cm commercials for japanese confectionary store sanko seika produced by imagica lab. and directed by yousuke kubo.,https://myanimelist.net/anime/55135/Sanko_Seika__Breakthrough
55138,Untarou Tabi Monogatari,"slice_of_life anthropomorphic__educational joker_films__acca_effe kids ona this is a story of untarou the poop, who one day, ventures out into the outside world. there he experiences various things and grows up to become fertilizer.

(source: official site)",https://myanimelist.net/anime/55138/Untarou_Tabi_Monogatari
55140,Nostalgia,romance music unknown unknown music music video for the song nostalgia by kim se-hwang and kim jung-mo.,https://myanimelist.net/anime/55140/Nostalgia
55141,Popcorn,action__avant_garde__sci-fi music__space unknown unknown music music video for the song popcorn by denki groove.,https://myanimelist.net/anime/55141/Popcorn
55142,Peaches (SUMIN Remix),unknown music unknown unknown music music video for sumin's remix of exo kai's song peaches.,https://myanimelist.net/anime/55142/Peaches_SUMIN_Remix
55143,Hidari,action historical__samurai dwarf__tecarat unknown movie ,https://myanimelist.net/anime/55143/Hidari
55145,Okusama no Kaifuku Jutsu The Animation,hentai unknown seven unknown ova ,https://myanimelist.net/anime/55145/Okusama_no_Kaifuku_Jutsu_The_Animation
55146,Kunoichi Ryoujokuden Ajisai,"hentai unknown suzuki_mirano unknown ova we are in a bygone era when those who lurked in the shadows and carried out espionage and assassination missions, the shinobi, held power. a female ninja, a kunoichi named ajisai, was investigating a series of mysterious disappearances. she was doing well until she infiltrated a mansion, where she was captured after making a small mistake. ""oh no, i have to escape somehow,"" she thought.but for ajisai, who hoped for a chance to escape, a fate worse than death awaited. with her senses heightened by an aphrodisiac, she is subjected to a variety of tortures and sexual pleasures using different instruments. a carnal pleasure she does not desire begins to be imprinted on her slowly trained body to please men. however, her hell continues. how much can the trained ninja ajisai endure? the kunoichi, whose expression remains unmoved despite the situation, begins to lose control of her body. even as a ninja, she cannot escape her most primal feminine desire, the pleasure of being penetrated.",https://myanimelist.net/anime/55146/Kunoichi_Ryoujokuden_Ajisai
55147,My Show,"unknown music koinrush_studio unknown music music video for sm station's track my show, composed by ldn noise and sung by cha ji yeon.",https://myanimelist.net/anime/55147/My_Show
55148,Geu Yeoreum (0805),"unknown music koinrush_studio unknown music music video for sm station's track geu yeoreum (0805), sung by girls' generation.",https://myanimelist.net/anime/55148/Geu_Yeoreum_0805
55149,Komada Jouryuujo e Youkoso,"gourmet workplace p.a._works unknown movie koutarou visits komada distillery for a project on japanese craft whisky. led by young female president rui, who took over the family business, the distillery works hard to reproduce its signature whisky, koma, which they had to stop making years ago. however, not to mention financial backing, too many clues are missing to revive the once lost whisky.

(source: annecy festival, edited)",https://myanimelist.net/anime/55149/Komada_Jouryuujo_e_Youkoso
55150,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,"comedy__fantasy__romance time_travel j.c.staff shoujo tv jill savelle—fiancée of the crown prince gerald der kratos and known as the ""lady goddess of war""—is being hunted down by the same country she swore to protect. betrayed by her betrothed, she is framed as a traitor and imprisoned. in her last moments, jill is filled with regret, but just as death approaches, she awakens six years in the past. this time, she will not be a mere pawn.

now as a 10-year-old girl, jill resolves to escape her imminent engagement to the prince. to this end, she jokingly professes her love to the 19-year-old dragon emperor hadis teos rave, who will one day stain the land in blood due to madness. but against all expectations, he accepts!

in contrast to the tyrant from jill's memories, the hadis of this time is a kind albeit unfortunate emperor. can jill prevent hadis from descending down the same dark, villainous road, or is he bound to an inevitable future?

[written by mal rewrite]",https://myanimelist.net/anime/55150/Yarinaoshi_Reijou_wa_Ryuutei_Heika_wo_Kouryakuchuu
55151,Da Zhu Zai (2023),"action__adventure__fantasy__romance historical__martial_arts motion_magic unknown ona in the vast world, planes converge and numerous races thrive. a gathering of extraordinary talents unfolds, where one after another, supreme beings from the lower planes come forth. in this boundless realm, they weave captivating legends that inspire admiration, pursuing the path to dominance.

(source: iqiyi international)",https://myanimelist.net/anime/55151/Da_Zhu_Zai_2023
55152,Jodie,drama__sci-fi unknown unknown unknown movie ,https://myanimelist.net/anime/55152/Jodie
55153,Yuzuki-san Chi no Yonkyoudai.,"slice_of_life school shuka shoujo tv the yuzuki family, which consists of four brothers, lost their parents two years ago. hayato, the eldest son, is a hard worker and the pillar of the family. mikoto, the second son, is calm and collected, but he has a soft spot for his younger brother minato, whom he adores and thinks is cute. minato, the third son, is energetic and adores his brothers, but he is clumsy and awkward. gakuto, the fourth son, is a studious and mature first-grader who is often referred to as a ""wise man."" the manga depicts the four brothers' daily lives as they navigate their family, school, and community.

(source: mal news)",https://myanimelist.net/anime/55153/Yuzuki-san_Chi_no_Yonkyoudai
55154,Giddy Up,unknown idols_(male)__music unknown unknown music lyric video for the boyz's song giddy up.,https://myanimelist.net/anime/55154/Giddy_Up
55155,Dugeundugeun,avant_garde music unknown unknown music music video for sm station's track dugeundugeun 250 remix by sm x bana.,https://myanimelist.net/anime/55155/Dugeundugeun
55158,Shinzou Ningen Struggle Bunny,hentai unknown unknown unknown ova ,https://myanimelist.net/anime/55158/Shinzou_Ningen_Struggle_Bunny
55159,Daylight,unknown music unknown unknown music music video for imlay and laura brehm's station track daylight.,https://myanimelist.net/anime/55159/Daylight
55160,Buffering,unknown music unknown unknown music music video for the song buffering by nct dream.,https://myanimelist.net/anime/55160/Buffering
55161,Tanetsuke Ojisan to NTR Hitozuma Sex The Animation,"hentai unknown studio_1st unknown ova one night, kasumi accidentally witnesses intimacy between her husband and daughter. this comes as a shock to a woman who is accustomed to valuing family values ​​and home. trying to save her family and pretending that she didn’t see anything, every day she feels more and more superfluous and unnecessary. a neighbor intervenes in the situation, who has long had his eye on kasumi’s body. he intends to show her stupid husband that married women are always in demand.",https://myanimelist.net/anime/55161/Tanetsuke_Ojisan_to_NTR_Hitozuma_Sex_The_Animation
55162,Tanetsuke Ojisan to Papakko JD Saimin Seikatsu The Animation,hentai unknown studio_1st unknown ova ,https://myanimelist.net/anime/55162/Tanetsuke_Ojisan_to_Papakko_JD_Saimin_Seikatsu_The_Animation
55163,Red Balloon,"slice_of_life unknown unknown unknown movie a girl living in a city day after day, but something different is happening...

(source: vimeo)",https://myanimelist.net/anime/55163/Red_Balloon
55164,Diyi Ci,slice_of_life unknown unknown unknown cm a promotional video for the taiwanese news agency the affairs.,https://myanimelist.net/anime/55164/Diyi_Ci
55166,Yami Shibai 11,avant_garde__horror__supernatural unknown ilca__yell unknown tv eleventh season of yami shibai.,https://myanimelist.net/anime/55166/Yami_Shibai_11
55167,Animals,unknown music unknown unknown music music video for super junior's song animals.,https://myanimelist.net/anime/55167/Animals
55169,90's Love (SQUAR Remix),unknown music unknown unknown music music video for the song 90's love (squar remix) by nct u.,https://myanimelist.net/anime/55169/90s_Love_SQUAR_Remix
55170,Don't Call Me (ESAI Remix),unknown music unknown unknown music music video for shinee's don't call me (esai remix).,https://myanimelist.net/anime/55170/Dont_Call_Me_ESAI_Remix
55171,Bambi (h4rdy Remix),unknown music unknown unknown music music video for baekhyun's bambi (h4rdy remix).,https://myanimelist.net/anime/55171/Bambi_h4rdy_Remix
55175,Forever Only (SHINDRUM Remix),unknown music unknown unknown music music video for jaehyun's song forever only (shindrum remix).,https://myanimelist.net/anime/55175/Forever_Only_SHINDRUM_Remix
55176,Too Good feat. CHENLE of NCT,avant_garde__fantasy music unknown unknown music music video for imlay's song too good feat. chenle of nct.,https://myanimelist.net/anime/55176/Too_Good_feat_CHENLE_of_NCT
55177,Gwaenchanh-ado Gwaenchanh-a,unknown music unknown unknown music music video for d.o.'s song gwaenchanh-ado gwaenchanh-a.,https://myanimelist.net/anime/55177/Gwaenchanh-ado_Gwaenchanh-a
55179,Futari no Yakusoku,"fantasy cgdct unknown unknown ona princess sharena and princess veronica are enjoying a nice, relaxing tea break in a garden in full bloom. perhaps the gods of their two countries are also watching over them...",https://myanimelist.net/anime/55179/Futari_no_Yakusoku
55180,Hayan Geojismal,unknown music unknown unknown music music video for the song hayan geojismal by super junior.,https://myanimelist.net/anime/55180/Hayan_Geojismal
55181,Tsurupeta Shugo Kishi Elfina Ochiru,hentai unknown blue_bread unknown ova ,https://myanimelist.net/anime/55181/Tsurupeta_Shugo_Kishi_Elfina_Ochiru
55182,When I Close My Eyes,unknown music unknown unknown music music video for kangta and lee areum's new station single when i close my eyes.,https://myanimelist.net/anime/55182/When_I_Close_My_Eyes
55183,Kien Romance,"unknown music unknown unknown music music video for the song kien romance by akari nanawo.
the song is used as the opening for edomae elf.",https://myanimelist.net/anime/55183/Kien_Romance
55185,Frisbee,action adult_cast__delinquents__music unknown unknown music music video for the song frisbee by bradio.,https://myanimelist.net/anime/55185/Frisbee
55186,Shu Tian Fu Mo Lu,action__adventure__fantasy unknown big_firebird_culture unknown ona ,https://myanimelist.net/anime/55186/Shu_Tian_Fu_Mo_Lu
55187,Never Fear,"unknown music unknown unknown music music video for the song never fear by mao abe. 

the song was featured as the ending for ningen fushin no boukensha-tachi ga sekai wo sukuu you desu anime.",https://myanimelist.net/anime/55187/Never_Fear
55188,Eraser Wars,"action__sci-fi space unknown unknown movie the home planet of gareth has been destroyed by somebody. the surviving warriors become vagrants to find a new home, however...

(source: bucheon international fantastic film festival)",https://myanimelist.net/anime/55188/Eraser_Wars
55191,Hidari Pilot Film,action historical__samurai dwarf__tecarat unknown ona pilot film released on the hidori official channel to garner interest for the kickstarter of the upcoming hidari stop-motion movie.,https://myanimelist.net/anime/55191/Hidari_Pilot_Film
55192,Jiu Tian Xuan Di Jue 4th Season,action__adventure__fantasy martial_arts__mythology ruo_hong_culture unknown ona the fourth season of jiu tian xuan di jue.,https://myanimelist.net/anime/55192/Jiu_Tian_Xuan_Di_Jue_4th_Season
55193,Midnight: Eraser Wars Spin-off,action__suspense unknown unknown unknown movie ,https://myanimelist.net/anime/55193/Midnight__Eraser_Wars_Spin-off
55194,Ooi! Tonbo,"drama__sports unknown olm unknown tv trying to move on in his life, former professional golfer kazuyoshi igarashi arrives at hinoshima island for a job at its development center. expecting the island to be a very rural area with nothing much to offer, kazuyoshi cannot hide his amazement when he discovers a complete golf course made by the island's inhabitants. using the seaside terrain to their advantage, the people there have adopted golfing as their hobby.

to add to his surprise, kazuyoshi meets a young girl named tonbo ooi, who has been playing golf using only a 3-iron—a notoriously difficult-to-use club. as the former pro gets more involved with tonbo and witnesses her seemingly impossible shots, he begins to see golf in a whole new light, rediscovering how fun the sport can actually be.

[written by mal rewrite]",https://myanimelist.net/anime/55194/Ooi_Tonbo
55195,Mamekichi Mameko NEET no Nichijou 2nd Season,comedy unknown tezuka_productions unknown tv the second season of mamekichi mameko neet no nichijou.,https://myanimelist.net/anime/55195/Mamekichi_Mameko_NEET_no_Nichijou_2nd_Season
55196,Wei Jiang,action__fantasy unknown unknown unknown ona ,https://myanimelist.net/anime/55196/Wei_Jiang
55198,Rendezvous,unknown music unknown unknown music music video for newton's song rendezvou featuring j.o.y.,https://myanimelist.net/anime/55198/Rendezvous
55200,Gyeoulnal,unknown music unknown unknown music music video for kimdamso'a song gyeoulnal.,https://myanimelist.net/anime/55200/Gyeoulnal
55201,Cholog,unknown music unknown unknown music music video for hositamtam's song cholog.,https://myanimelist.net/anime/55201/Cholog
55202,Sum,unknown music unknown unknown music music video for 10 to 4's song sum.,https://myanimelist.net/anime/55202/Sum
55203,Yagsog,unknown music unknown unknown music music video for hyangni's song yagsog.,https://myanimelist.net/anime/55203/Yagsog
55204,1985,avant_garde music unknown unknown music music video for mohome's song 1985.,https://myanimelist.net/anime/55204/1985
55207,Fire Emblem Heroes - Book V Ending Movie,"fantasy unknown anima unknown ona eitri has a few words for all you summoners out there. watch if you're feeling bold, but be warned… it's not for the faint of heart! 

(source: official twitter)",https://myanimelist.net/anime/55207/Fire_Emblem_Heroes_-_Book_V_Ending_Movie
55214,Yume ja Nai (2020),adventure__fantasy music unknown unknown music music video for the song yume ja nai by hatena. the song was featured as the second ending for taisou zamurai.,https://myanimelist.net/anime/55214/Yume_ja_Nai_2020
55215,Yume ja Nai,drama music unknown unknown music music video for the song yume ja nai by spitz.,https://myanimelist.net/anime/55215/Yume_ja_Nai
55216,Koe Dake ga,adventure__fantasy music unknown unknown music music video for the song koe dake ga by hatena. the song was featured as the second ending for dr. stone: stone wars.,https://myanimelist.net/anime/55216/Koe_Dake_ga
55218,The Little Name,unknown music unknown unknown music music video for adora's song the little name.,https://myanimelist.net/anime/55218/The_Little_Name
55219,Tian Zhen Yu Kung Fu Wa,"action__comedy anthropomorphic__mahou_shoujo__martial_arts__reincarnation unknown kids tv the series follows the adventures of a curious 8-year-old girl named tz who always dreamed of going on adventures and exploring wonderful places, and then one day she finds an odd-looking sock in her mother’s laundry that…. talks. it was originally a kung fu master from another world charged with guarding an ancient scroll. when the master came through a vortex into tz’s time, his powers were weakened, and he was transformed into a sock.  however, when the little girl puts the sock on her foot she transforms into a super heroine – a kick-ass kung fu girl, and together they must complete kung fu wa’s mission and follow the ancient scroll to defeat evil and protect their world.

(source: federation studios)",https://myanimelist.net/anime/55219/Tian_Zhen_Yu_Kung_Fu_Wa
55225,Bear Bear Bear Kuma Punch!,comedy isekai emt_squared unknown ona mini anime for kuma kuma kuma bear punch released daily over five days on the kadokawa anime youtube channel.,https://myanimelist.net/anime/55225/Bear_Bear_Bear_Kuma_Punch
55226,Chang Jian Feng Yun 2nd Season,action__drama unknown unknown unknown ona ,https://myanimelist.net/anime/55226/Chang_Jian_Feng_Yun_2nd_Season
55229,Free Falling,fantasy idols_(male)__music lico unknown music music video for tomorrow x together's (txt) song free falling which is also the official soundtrack for the manhwa the star seekers.,https://myanimelist.net/anime/55229/Free_Falling
55234,Pukapuka,unknown music unknown kids music music video for the song pukapuka by nakigoto that was featured on nhk's minna no uta program.,https://myanimelist.net/anime/55234/Pukapuka
55237,"Jashin-chan Dropkick ""Seikimatsu-hen""","comedy__supernatural gag_humor__mythology makaria unknown tv_special objects falling from space have reduced jinbouchou to ruins. jashin-chan, guided by the stars, heads south to defeat yurine hanazono, the ruler of this violent town. when she arrives in takamori, at the foot of the beautiful aso mountain range, she finds...

(source: mal news)",https://myanimelist.net/anime/55237/Jashin-chan_Dropkick_Seikimatsu-hen
55238,Tekuteku,unknown music unknown unknown music music video for the song tekuteku by spitz.,https://myanimelist.net/anime/55238/Tekuteku
55239,Boyfriend (Music),romance music unknown unknown music music video for the song boyfriend by mao abe.,https://myanimelist.net/anime/55239/Boyfriend_Music
55240,Not Unusual,unknown music unknown unknown music music video for the song not unusual by mao abe.,https://myanimelist.net/anime/55240/Not_Unusual
55241,Ongakushitsu wa Himitsu Kichi,unknown music unknown kids music music video for the song ongakushitsu wa himitsu kichi by shishamo that was featured on nhk's minna no uta program.,https://myanimelist.net/anime/55241/Ongakushitsu_wa_Himitsu_Kichi
55244,Paku,unknown music unknown unknown music music video for the song paku by asmi.,https://myanimelist.net/anime/55244/Paku
55247,Tirori Mix,"gourmet__sci-fi music caviar unknown music a promotional music video from mcdonald's japan which features a remix of the songs odo by ado and paku by asmi mixed with the company's fryer alarm sound ""tirori"".",https://myanimelist.net/anime/55247/Tirori_Mix
55252,Slapstick,unknown music unknown unknown music music video for the song slapstick by cono.,https://myanimelist.net/anime/55252/Slapstick
55253,Wuxia,"avant_garde unknown slow_studio unknown movie a girl who was floating freely in the water accidentally gets her skin cut by a sailboat passing by. the story is derived from personal experience, recreating the senses of women in love and the unique inner sense of time through creation.

(source: official site)",https://myanimelist.net/anime/55253/Wuxia
55254,Manyan Sinian,unknown music slow_studio unknown music music video for the song manyan sinian by tingyi chan.,https://myanimelist.net/anime/55254/Manyan_Sinian
55255,Alien Stage,"drama__sci-fi__suspense high_stakes_game__music__psychological lico unknown music humans once lived like earth was the center of the universe. some people embraced religion and believed that god would deliver them from suffering. after humanity was enslaved by aliens, no one spoke of god any longer.

now the grim truth is that humans are mere property of aliens. recently, entering pet humans into the entertainment industry has become popular, and the biggest, most thrilling spectacle is known as alien stage. in this reality singing competition, alien sponsors flaunt their investments, while human contestants must battle to survive. no matter the relationship between opponents—whether it is love, hate, or something more extreme—only one victor can emerge each round.

[written by mal rewrite]",https://myanimelist.net/anime/55255/Alien_Stage
55257,Xiongmao He Kaixin Qiu,comedy unknown unknown kids tv ,https://myanimelist.net/anime/55257/Xiongmao_He_Kaixin_Qiu
55258,Popee The Performer: Kids Station IDs,"avant_garde__comedy unknown unknown unknown pv station ids featuring the popee the performer characters that aired as bumpers between programs on the japanese kids station satellite station sometime during the early 2000s.

released on the popee the performer vol.1 dvd.",https://myanimelist.net/anime/55258/Popee_The_Performer__Kids_Station_IDs
55260,Chunfen,"avant_garde__suspense unknown congrong_film unknown movie a woman is crying out for help to two men, with a child in her arms, but what comes next is mixed with good omen and misfortune, with felicity and fatality.

(source: taipei golden horse film festival)",https://myanimelist.net/anime/55260/Chunfen
55261,Daoying,"adventure__fantasy unknown shadow_steps unknown movie seed who can’t get under the sun and the shadow who needs light to exist is the meaning of life for each other. seed wants to be with the shadow on a journey in this strange world.

(source: taipei golden horse film festival)",https://myanimelist.net/anime/55261/Daoying
55265,"Tensei Kizoku, Kantei Skill de Nariagaru","adventure__fantasy isekai__reincarnation studio_mother unknown tv after passing away, a japanese office worker finds himself reincarnated in another world as ars, the newborn son of the noble louvent family. the summerforth empire, where the louvents rule over a small territory of a few thousand people, is a medieval-like land plagued by social inequality and political instability. as ars grows older and learns more and more about his new environment, he becomes convinced that war will soon erupt.

fortunately, though ars was not blessed with unrivaled strength or extraordinary magical aptitude, he does possess appraisal: a seemingly unique skill that allows him to instantly grasp someone's current abilities and latent talents merely by looking at them. in an effort to prepare his domain for the imminent strife, ars resolves to enlist the most exceptional people he can find, paying no attention to superficial qualities like race or social status.

[written by mal rewrite]",https://myanimelist.net/anime/55265/Tensei_Kizoku_Kantei_Skill_de_Nariagaru
55266,Wang Shen Zhi Ye,"horror__supernatural unknown misogo_animation_studio unknown movie on a full moon night, a 10-year-old girl from a pig farming family in a remote village is lured by moosina to a strange cave in the mountains. there, she will discover the secret of why moosina always plays dirty tricks on children.

(source: kaohsiung film festival)",https://myanimelist.net/anime/55266/Wang_Shen_Zhi_Ye
55268,Clay,"unknown music unknown unknown music music videos for the song clay by lanndo, featuring ima nanataki.",https://myanimelist.net/anime/55268/Clay
